Numero;Tipo_de_incidente;DSC_GRAVIDADE_TIPO;DSC_QUASE_ACIDENTE_ACIDENTE
1309/000356;SSO - Descarga menor de óleo;;
1309/000357;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
1309/000358;SSO - Falha na demanda total ou parcial de sistema crítico de segurança operacional;;
1309/000359;SSO - Descarga menor de óleo;;
1309/000360;SSO - Quase acidente de alto potencial;;
1309/000361;SSO - Descarga significante de água oleosa;;
1309/000362;SSO - Descarga menor de óleo;;
1309/000363;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1309/000364;SSO - Quase acidente de alto potencial;;
1309/000364;SSO - Queda de objetos;;
1309/000365;Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;MODERADO;Acidente
1309/000366;SSO - Descarga menor de óleo;;
1309/000367;SSO - Quase acidente de alto potencial;;
1309/000368;SSO - Quase acidente de alto potencial;;
1309/000369;Reclassificação;;
1309/000369;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1309/000370;SSO - Queda de objetos;;
1309/000371;SSO - Quase acidente de alto potencial;;
1309/000372;SSO - Quase acidente de alto potencial;;
1309/000373;Descarga menor de material com alto potencial de dano;LEVE;Acidente
1309/000374;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
1309/000375;SSO - Queda de objetos;;
1309/000376;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
1309/000377;SSO - Descarga menor de óleo;;
1309/000378;SSO - Descarga menor de óleo;;
1309/000380;SSO - Queda de objetos;;
1309/000381;SSO - Quase acidente de alto potencial;;
1309/000382;SSO - Queda de objetos;;
1309/000383;SSO - Quase acidente de alto potencial;;
1309/000384;SSO - Descarga menor de fluido de perfuração, completação ou intervenção em poços;;
1309/000385;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
1309/000386;SSO - Quase acidente de alto potencial;;
1309/000387;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
1309/000388;SSO - Quase acidente de alto potencial;;
1309/000389;SSO - Queda de objetos;;
1309/000390;SSO - Descarga menor de óleo;;
1309/000391;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
1309/000392;SSO - Quase acidente de alto potencial;;
1309/000393;Descarga menor de óleo;LEVE;Acidente
1309/000394;SSO - Princípio de incêndio;;
1309/000395;SSO - Queda de objetos;;
1309/000396;SSO - Descarga menor de óleo;;
1309/000397;SSO - Perda de contenção significante de gás inflamável;;
1309/000398;SSO - Quase acidente de alto potencial;;
1309/000398;SSO - Queda de objetos;;
1309/000399;SSO - Quase acidente de alto potencial;;
1309/000399;SSO - Queda de objetos;;
1309/000400;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
1309/000401;SSO - Quase acidente de alto potencial;;
1309/000402;SSO - Queda de objetos;;
1309/000403;Princípio de incêndio;LEVE;Acidente
1309/000404;SSO - Queda de objetos;;
1309/000405;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
1309/000406;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1309/000407;SSO - Quase acidente de alto potencial;;
1309/000408;Reclassificação;;
1309/000408;SSO - Parada emergencial de nível menor;;
1309/000409;SSO - Ferimento grave;;
1310/000001;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1310/000002;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000003;SSO - Princípio de incêndio;;
1310/000004;SSO - Ferimento grave;;
1310/000005;SSO - Quase acidente de alto potencial;;
1310/000005;SSO - Queda de objetos;;
1310/000006;SSO - Quase acidente de alto potencial;;
1310/000007;SSO - Princípio de incêndio;;
1310/000008;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1310/000009;SSO - Quase acidente de alto potencial;;
1310/000010;SSO - Descarga menor de óleo;;
1310/000011;SSO - Descarga significante de água produzida;;
1310/000012;SSO - Perda de contenção primária significante de óleo;;
1310/000013;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1310/000014;SSO - Quase acidente de alto potencial;;
1310/000014;SSO - Queda de objetos;;
1310/000015;SSO - Descarga menor de óleo;;
1310/000016;Reclassificação;;
1310/000016;SSO - Perda de contenção de H2S;;
1310/000017;SSO - Quase acidente de alto potencial;;
1310/000018;Descarga menor de óleo;LEVE;Acidente
1310/000019;SSO - Queda de objetos;;
1310/000020;SSO - Descarga menor de óleo;;
1310/000021;SSO - Descarga menor de óleo;;
1310/000022;SSO - Vazamento maior de gás inflamável;;
1310/000023;SSO - Quase acidente de alto potencial;;
1310/000023;SSO - Queda de objetos;;
1310/000025;SSO - Princípio de incêndio;;
1310/000026;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
1310/000027;Descarga menor de óleo;LEVE;Acidente
1310/000028;SSO - Descarga menor de óleo;;
1310/000029;Incêndio significante;GRAVE;Acidente
1310/000029;Quase acidente de alto potencial;LEVE;Quase acidente
1310/000030;SSO - Constatação de mancha de origem indeterminada;;
1310/000031;SSO - Princípio de incêndio;;
1310/000032;Reclassificação;;
1310/000033;SSO - Parada emergencial de nível menor;;
1310/000034;SSO - Descarga menor de fluido de perfuração, completação ou intervenção em poços;;
1310/000035;SSO - Descarga significante de água oleosa;;
1310/000036;Reclassificação;;
1310/000037;SSO - Descarga significante de óleo;;
1310/000038;SSO - Parada emergencial de nível menor;;
1310/000039;SSO - Quase acidente de alto potencial;;
1310/000040;SSO - Princípio de incêndio;;
1310/000040;SSO - Quase acidente de alto potencial;;
1310/000041;SSO - Descarga menor de água produzida;;
1310/000042;Perda de contenção significante de gás inflamável;LEVE;Acidente
1310/000043;SSO - Princípio de incêndio;;
1310/000044;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000045;SSO - Descarga menor de água de injeção;;
1310/000047;SSO - Perda de contenção primária significante de água produzida;;
1310/000048;Descarga menor de fluido de perfuração, completação ou intervenção em poços;LEVE;Acidente
1310/000049;Reclassificação;;
1310/000050;SSO - Descarga menor de óleo;;
1310/000051;SSO - Princípio de incêndio;;
1310/000052;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
1310/000053;SSO - Quase acidente de alto potencial;;
1310/000054;SSO - Quase acidente de alto potencial;;
1310/000055;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1310/000056;Reclassificação;;
1310/000057;Reclassificação;;
1310/000057;SSO - Perda de posicionamento;;
1310/000058;SSO - Descarte fora de especificação de água produzida;;
1310/000059;SSO - Queda de objetos;;
1310/000060;SSO - Queda de objetos;;
1310/000061;SSO - Princípio de incêndio;;
1310/000062;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000063;SSO - Quase acidente de alto potencial;;
1310/000064;SSO - Princípio de incêndio;;
1310/000065;SSO - Quase acidente de alto potencial;;
1310/000066;SSO - Princípio de incêndio;;
1310/000067;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1310/000068;SSO - Queda de objetos;;
1310/000069;SSO - Quase acidente de alto potencial;;
1310/000070;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000071;SSO - Princípio de incêndio;;
1310/000072;SSO - Quase acidente de alto potencial;;
1310/000073;Reclassificação;;
1310/000073;SSO - Quase acidente de alto potencial;;
1310/000074;SSO - Descarga significante de óleo;;
1310/000075;Reclassificação;;
1310/000076;SSO - Parada emergencial de nível menor;;
1310/000077;Descarga menor de óleo;LEVE;Acidente
1310/000078;SSO - Queda de objetos;;
1310/000079;SSO - Quase acidente de alto potencial;;
1310/000079;SSO - Queda de objetos;;
1310/000080;SSO - Princípio de incêndio;;
1310/000080;SSO - Quase acidente de alto potencial;;
1310/000081;SSO - Princípio de incêndio;;
1310/000082;SSO - Quase acidente de alto potencial;;
1310/000083;Reclassificação;;
1310/000083;SSO - Parada emergencial de nível menor;;
1310/000083;SSO - Princípio de incêndio;;
1310/000084;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
1310/000085;SSO - Falha na demanda total ou parcial de sistema crítico de segurança operacional;;
1310/000087;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1310/000088;SSO - Descarga menor de óleo;;
1310/000089;SSO - Princípio de incêndio;;
1310/000090;SSO - Quase acidente de alto potencial;;
1310/000091;SSO - Quase acidente de alto potencial;;
1310/000091;SSO - Queda de objetos;;
1310/000092;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000093;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
1310/000094;SSO - Princípio de incêndio;;
1310/000095;SSO - Princípio de incêndio;;
1310/000096;SSO - Quase acidente de alto potencial;;
1310/000096;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
1310/000097;SSO - Descarga menor de óleo;;
1310/000098;SSO - Quase acidente de alto potencial;;
1310/000098;SSO - Queda de objetos;;
1310/000099;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000100;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000101;SSO - Quase acidente de alto potencial;;
1310/000101;SSO - Queda de objetos;;
1310/000102;SSO - Queda de objetos;;
1310/000103;SSO - Queda de objetos;;
1310/000104;SSO - Quase acidente de alto potencial;;
1310/000105;SSO - Queda de objetos;;
1310/000106;SSO - Descarga menor de óleo;;
1310/000107;SSO - Descarga significante de óleo;;
1310/000108;SSO - Descarga menor de óleo;;
1310/000109;SSO - Descarga menor de óleo;;
1310/000110;SSO - Princípio de incêndio;;
1310/000110;SSO - Quase acidente de alto potencial;;
1310/000111;SSO - Descarga significante de óleo;;
1310/000112;SSO - Queda de objetos;;
1310/000113;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000114;SSO - Princípio de incêndio;;
1310/000114;SSO - Quase acidente de alto potencial;;
1310/000115;SSO - Quase acidente de alto potencial;;
1310/000115;SSO - Queda de objetos;;
1310/000116;SSO - Quase acidente de alto potencial;;
1310/000117;SSO - Descarga menor de óleo;;
1310/000118;SSO - Descarga menor de óleo;;
1310/000119;SSO - Princípio de incêndio;;
1310/000120;SSO - Quase acidente de alto potencial;;
1310/000121;SSO - Quase acidente de alto potencial;;
1310/000121;SSO - Queda de objetos;;
1310/000122;SSO - Quase acidente de alto potencial;;
1310/000123;Perda de contenção significante de gás inflamável;LEVE;Acidente
1310/000124;SSO - Princípio de incêndio;;
1310/000125;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
1310/000126;SSO - Descarga menor de óleo;;
1310/000127;SSO - Afundamento de equipamento ou material;;
1310/000128;SSO - Queda de objetos;;
1310/000129;SSO - Queda de objetos;;
1310/000130;SSO - Quase acidente de alto potencial;;
1310/000130;SSO - Queda de objetos;;
1310/000131;SSO - Constatação de mancha de origem indeterminada;;
1310/000132;SSO - Quase acidente de alto potencial;;
1310/000133;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1310/000134;SSO - Quase acidente de alto potencial;;
1310/000134;SSO - Queda de objetos;;
1310/000135;SSO - Queda de objetos;;
1310/000136;SSO - Descarga significante de água oleosa;;
1310/000136;SSO - Perda de contenção primária significante de água oleosa;;
1310/000137;SSO - Ferimento grave;;
1310/000138;SSO - Parada emergencial de nível menor;;
1310/000139;SSO - Descarga menor de material com alto potencial de dano;;
1310/000140;SSO - Parada emergencial de nível menor;;
1310/000141;SSO - Queda de objetos;;
1310/000142;SSO - Desconexão de emergência;;
1310/000142;Reclassificação;;
1310/000142;SSO - Incêndio significante;;
1310/000142;SSO - Perda de posicionamento;;
1310/000142;SSO - Quase acidente de alto potencial;;
1310/000143;SSO - Queda de objetos;;
1310/000144;SSO - Queda de objetos;;
1310/000145;SSO - Falha na demanda total ou parcial de sistema crítico de segurança operacional;;
1310/000145;SSO - Ferimento grave;;
1310/000146;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1310/000147;SSO - Quase acidente de alto potencial;;
1310/000148;SSO - Parada emergencial de nível menor;;
1310/000150;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
1310/000151;Reclassificação;;
1310/000152;SSO - Descarga menor de óleo;;
1310/000153;SSO - Descarga menor de óleo;;
1310/000154;SSO - Quase acidente de alto potencial;;
1310/000155;Princípio de incêndio;LEVE;Acidente
1310/000156;SSO - Descarga significante de óleo;;
1310/000158;SSO - Quase acidente de alto potencial;;
1310/000159;Parada emergencial de nível menor;LEVE;Quase acidente
1310/000160;SSO - Descarga menor de água oleosa;;
1310/000162;SSO - Parada emergencial de nível menor;;
1310/000163;SSO - Parada emergencial de nível menor;;
1310/000164;SSO - Quase acidente de alto potencial;;
1310/000165;SSO - Descarga maior de fluido de perfuração, completação ou intervenção em poços;;
1310/000165;SSO - Perda de posicionamento;;
1310/000166;SSO - Quase acidente de alto potencial;;
1310/000167;SSO - Princípio de incêndio;;
1310/000168;SSO - Parada emergencial de nível menor;;
1310/000169;Quase acidente de alto potencial;LEVE;Quase acidente
1310/000172;Parada emergencial de nível menor;LEVE;Quase acidente
1310/000173;Perda de contenção significante de gás inflamável;LEVE;Acidente
1310/000174;SSO - Perda de posicionamento;;
1310/000174;SSO - Quase acidente de alto potencial;;
1310/000175;SSO - Parada emergencial de nível menor;;
1310/000176;Constatação de mancha de origem indeterminada;MODERADO;Quase acidente
1310/000177;SSO - Quase acidente de alto potencial;;
1310/000178;SSO - Parada emergencial de nível menor;;
1310/000180;SSO - Princípio de incêndio;;
1310/000181;SSO - Perda de contenção de H2S;;
1310/000182;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
1310/000184;SSO - Descarga menor de óleo;;
1310/000185;SSO - Descarga menor de óleo;;
1310/000186;Descarga menor de óleo;LEVE;Acidente
1310/000187;SSO - Queda de objetos;;
1310/000188;SSO - Quase acidente de alto potencial;;
1310/000189;SSO - Descarga significante de óleo;;
